open_time,open,high,low,close,volume,close_time
1748217600000,108956.0,109571.1,108616.6,109500.1,9168.767,1748221199999
1748221200000,109500.1,109856.0,109174.5,109500.1,11840.511,1748224799999
1748224800000,109500.1,109738.0,109151.3,109353.2,5808.33,1748228399999
1748228400000,109353.2,109730.0,109233.9,109587.0,4478.383,1748231999999
1748232000000,109587.1,109698.2,109450.0,109497.0,3927.14,1748235599999
1748235600000,109497.0,109648.3,109327.4,109591.6,3640.247,1748239199999
1748239200000,109591.5,109919.8,109475.7,109885.3,4764.096,1748242799999
1748242800000,109885.3,110197.9,109677.4,110049.9,9490.064,1748246399999
1748246400000,110049.9,110138.8,109551.0,109619.9,5234.481,1748249999999
1748250000000,109620.0,109939.0,109545.6,109663.2,4178.418,1748253599999
1748253600000,109663.2,109815.5,109508.8,109589.7,2519.871,1748257199999
1748257200000,109589.7,109791.7,109500.0,109736.7,2946.62,1748260799999
1748260800000,109736.6,110048.2,109608.8,109781.5,3778.301,1748264399999
1748264400000,109781.6,109935.2,109412.9,109549.2,5724.32,1748267999999
1748268000000,109549.1,109700.0,109456.5,109616.1,5896.073,1748271599999
1748271600000,109616.1,110400.0,109486.0,109963.2,14901.373,1748275199999
1748275200000,109963.2,110394.7,109042.3,109347.1,17652.52,1748278799999
1748278800000,109347.1,109662.3,108850.0,109138.0,7659.264,1748282399999
1748282400000,109138.0,109432.9,108957.0,109067.3,4268.358,1748285999999
1748286000000,109067.3,109147.4,108807.0,109074.3,4644.354,1748289599999
1748289600000,109074.4,109615.7,108894.0,109547.7,4318.779,1748293199999
1748293200000,109547.7,109613.4,109085.7,109297.9,2729.611,1748296799999
1748296800000,109297.9,109863.2,109115.2,109143.8,4355.953,1748300399999
1748300400000,109143.8,109420.6,109009.0,109386.8,3066.386,1748303999999
1748304000000,109386.8,109633.8,109084.0,109104.8,3830.727,1748307599999
1748307600000,109104.8,109105.2,107438.0,108354.4,28818.043,1748311199999
1748311200000,108354.4,108659.1,107855.0,108220.0,8364.705,1748314799999
1748314800000,108220.1,109285.4,108220.0,108844.9,10567.158,1748318399999
1748318400000,108845.0,109319.5,108808.5,108895.7,4775.325,1748321999999
1748322000000,108895.6,108937.1,108483.0,108866.4,6288.232,1748325599999
1748325600000,108866.5,109233.1,108780.6,108780.6,6559.859,1748329199999
1748329200000,108780.7,109600.0,108780.6,109488.0,7275.161,1748332799999
1748332800000,109488.0,109729.5,109440.2,109651.3,7002.536,1748336399999
1748336400000,109651.4,109861.5,109366.9,109788.5,8097.338,1748339999999
1748340000000,109788.5,109814.2,109571.5,109647.9,3087.924,1748343599999
1748343600000,109647.9,109729.8,109388.9,109541.8,3843.849,1748347199999
1748347200000,109541.9,109779.7,109388.9,109550.6,4509.636,1748350799999
1748350800000,109550.6,110700.0,109526.2,109791.6,34268.728,1748354399999
1748354400000,109791.5,110185.5,108609.4,109334.8,23141.424,1748357999999
1748358000000,109334.9,110195.8,108954.5,110091.3,15692.498,1748361599999
1748361600000,110091.3,110459.7,109901.0,110169.9,9200.199,1748365199999
1748365200000,110170.0,110408.2,109918.9,110188.9,6526.12,1748368799999
1748368800000,110188.8,110383.8,109736.8,109837.2,5527.798,1748372399999
1748372400000,109837.1,110016.1,109516.1,109822.8,6169.816,1748375999999
1748376000000,109824.8,109857.6,109493.4,109493.5,2988.8,1748379599999
1748379600000,109493.4,109633.1,108770.1,108873.7,6896.65,1748383199999
1748383200000,108873.7,109114.7,108533.5,108960.6,6811.033,1748386799999
1748386800000,108960.6,109114.7,108858.2,108889.3,3356.346,1748390399999
1748390400000,108889.2,109235.0,108631.0,109152.0,5538.168,1748393999999
1748394000000,109152.0,109252.6,108577.9,108623.1,5018.983,1748397599999
1748397600000,108623.2,108838.1,108339.2,108576.6,7127.97,1748401199999
1748401200000,108576.6,108925.5,108517.5,108807.6,2884.568,1748404799999
1748404800000,108807.3,109035.5,108568.7,108935.5,3393.631,1748408399999
1748408400000,108935.4,109040.7,108785.4,108934.4,2381.147,1748411999999
1748412000000,108934.4,108934.4,108580.0,108674.5,3703.057,1748415599999
1748415600000,108674.4,108958.6,108661.6,108764.9,2599.252,1748419199999
1748419200000,108764.9,109076.2,108534.5,108989.8,5516.699,1748422799999
1748422800000,108989.9,109034.0,108450.0,108751.3,7739.76,1748426399999
