open_time,open,high,low,close,volume,close_time
1766725200000,88926.0,89007.0,88780.0,88954.7,2303.912,1766728799999
1766728800000,88954.7,89200.0,88954.6,89085.0,3212.832,1766732399999
1766732400000,89085.0,89557.6,88300.5,88433.0,10880.975,1766735999999
1766736000000,88433.0,88865.7,88380.0,88707.4,5857.705,1766739599999
1766739600000,88707.4,88888.0,88607.0,88783.2,2169.738,1766743199999
1766743200000,88782.9,88855.2,88642.9,88717.5,1762.897,1766746799999
1766746800000,88717.4,88722.7,88500.0,88507.5,1628.764,1766750399999
1766750400000,88507.6,88736.0,88507.5,88649.6,1819.911,1766753999999
1766754000000,88649.7,89037.0,88580.9,88959.1,4269.285,1766757599999
1766757600000,88959.2,89017.2,87302.5,87344.4,21664.648,1766761199999
1766761200000,87344.4,87347.0,86619.9,87100.0,23683.658,1766764799999
1766764800000,87100.0,87349.1,86800.7,86821.7,7715.041,1766768399999
1766768400000,86821.7,87437.2,86760.4,87288.6,6608.675,1766771999999
1766772000000,87288.5,87346.1,87090.0,87232.5,2528.184,1766775599999
1766775600000,87232.5,87555.0,87200.0,87453.7,2335.807,1766779199999
1766779200000,87453.7,87750.0,87346.5,87547.7,3349.129,1766782799999
1766782800000,87547.7,87657.9,87402.6,87429.3,1522.834,1766786399999
1766786400000,87429.2,87551.9,87266.6,87505.4,1619.152,1766789999999
1766790000000,87505.4,87508.2,87286.9,87318.2,1383.835,1766793599999
1766793600000,87318.3,87377.5,87203.0,87360.0,1392.326,1766797199999
1766797200000,87359.9,87452.7,87285.6,87431.6,873.169,1766800799999
1766800800000,87431.6,87459.2,87341.1,87410.7,1153.148,1766804399999
1766804400000,87410.6,87493.4,87338.7,87473.4,1145.793,1766807999999
1766808000000,87473.4,87482.0,87413.1,87428.0,511.889,1766811599999
1766811600000,87427.9,87474.0,87400.0,87466.2,569.602,1766815199999
1766815200000,87466.1,87526.5,87374.5,87426.8,909.478,1766818799999
1766818800000,87426.8,87669.7,87426.8,87490.9,1534.506,1766822399999
1766822400000,87490.9,87634.9,87490.9,87545.6,1097.419,1766825999999
1766826000000,87545.7,87622.7,87500.0,87575.4,1112.953,1766829599999
1766829600000,87575.4,87585.0,87324.6,87460.6,2037.105,1766833199999
1766833200000,87460.5,87513.1,87400.0,87433.6,918.735,1766836799999
1766836800000,87433.6,87489.9,87377.9,87431.9,809.916,1766840399999
1766840400000,87432.0,87444.4,87264.8,87410.7,1459.822,1766843999999
1766844000000,87410.6,87517.8,87354.4,87500.7,1244.804,1766847599999
1766847600000,87500.7,87555.0,87420.5,87516.2,1000.506,1766851199999
1766851200000,87516.3,87545.6,87397.5,87454.1,935.963,1766854799999
1766854800000,87454.2,87523.6,87420.0,87514.0,486.171,1766858399999
1766858400000,87514.0,87534.6,87414.5,87452.8,533.673,1766861999999
1766862000000,87452.8,87538.6,87452.8,87522.4,486.951,1766865599999
1766865600000,87522.3,87592.4,87479.9,87514.9,478.331,1766869199999
1766869200000,87514.9,87633.0,87512.7,87623.5,744.653,1766872799999
1766872800000,87623.5,87937.0,87455.5,87526.3,3610.657,1766876399999
1766876400000,87526.4,87956.9,87518.3,87829.4,2246.539,1766879999999
1766880000000,87829.5,87921.7,87674.4,87811.7,2417.915,1766883599999
1766883600000,87811.8,87909.9,87700.0,87749.3,1166.108,1766887199999
1766887200000,87749.2,87847.3,87712.8,87768.7,568.717,1766890799999
1766890800000,87768.6,87808.2,87693.0,87693.0,665.533,1766894399999
1766894400000,87693.1,87802.5,87651.0,87683.9,1017.942,1766897999999
1766898000000,87683.8,87683.9,87566.0,87620.0,955.762,1766901599999
1766901600000,87619.9,87753.7,87606.0,87696.0,863.377,1766905199999
1766905200000,87695.9,87699.9,87632.9,87697.7,758.861,1766908799999
1766908800000,87697.7,87948.0,87697.7,87771.0,1570.9,1766912399999
