open_time,open,high,low,close,volume,close_time
1766721600000,88796.2,88796.2,88469.8,88682.6,2233.592,1766722499999
1766722500000,88682.7,88750.0,88601.0,88669.3,546.756,1766723399999
1766723400000,88669.3,89062.4,88669.2,88986.8,1420.117,1766724299999
1766724300000,88986.8,89100.0,88916.1,88926.0,1339.153,1766725199999
1766725200000,88926.0,88973.0,88859.2,88893.0,753.335,1766726099999
1766726100000,88893.0,88900.0,88793.8,88872.8,544.38,1766726999999
1766727000000,88872.8,88880.0,88780.0,88824.4,412.279,1766727899999
1766727900000,88824.3,89007.0,88809.2,88954.7,593.918,1766728799999
1766728800000,88954.7,89110.0,88954.6,89049.6,1196.972,1766729699999
1766729700000,89049.7,89111.0,88995.1,89034.1,708.387,1766730599999
1766730600000,89034.1,89200.0,89008.5,89199.8,648.701,1766731499999
1766731500000,89199.8,89199.9,89068.6,89085.0,658.772,1766732399999
1766732400000,89085.0,89350.0,89085.0,89317.9,1405.055,1766733299999
1766733300000,89317.9,89557.6,89233.4,89369.9,2407.236,1766734199999
1766734200000,89370.0,89377.1,88721.3,88750.0,3103.368,1766735099999
1766735100000,88750.0,88776.1,88300.5,88433.0,3965.316,1766735999999
1766736000000,88433.0,88865.7,88380.0,88633.0,3490.899,1766736899999
1766736900000,88633.0,88756.5,88580.0,88695.0,1106.475,1766737799999
1766737800000,88695.0,88695.0,88524.3,88600.0,727.343,1766738699999
1766738700000,88600.0,88727.3,88562.5,88707.4,532.988,1766739599999
1766739600000,88707.4,88766.1,88607.0,88651.5,408.475,1766740499999
1766740500000,88651.6,88833.3,88650.0,88713.3,601.736,1766741399999
1766741400000,88713.3,88755.5,88685.1,88749.0,255.017,1766742299999
1766742300000,88749.1,88888.0,88742.1,88783.2,904.51,1766743199999
1766743200000,88782.9,88855.2,88719.0,88845.0,477.294,1766744099999
1766744100000,88844.9,88849.4,88652.5,88793.4,621.154,1766744999999
1766745000000,88793.4,88793.8,88642.9,88712.7,343.413,1766745899999
1766745900000,88712.7,88832.2,88710.0,88717.5,321.036,1766746799999
1766746800000,88717.4,88722.7,88624.6,88640.1,292.335,1766747699999
1766747700000,88640.1,88651.8,88571.9,88571.9,475.132,1766748599999
1766748600000,88571.9,88632.7,88523.4,88568.9,361.688,1766749499999
1766749500000,88568.8,88590.6,88500.0,88507.5,499.609,1766750399999
1766750400000,88507.6,88691.7,88507.5,88661.7,620.315,1766751299999
1766751300000,88661.7,88678.7,88590.5,88669.0,352.694,1766752199999
1766752200000,88669.0,88736.0,88620.0,88714.8,496.698,1766753099999
1766753100000,88714.8,88732.9,88632.6,88649.6,350.204,1766753999999
1766754000000,88649.7,88807.4,88580.9,88807.3,655.348,1766754899999
1766754900000,88807.4,88814.7,88716.4,88740.1,567.125,1766755799999
1766755800000,88740.1,89025.6,88727.0,88880.9,2034.81,1766756699999
1766756700000,88880.9,89037.0,88865.3,88959.1,1012.002,1766757599999
1766757600000,88959.2,89017.2,88870.5,88914.7,718.618,1766758499999
1766758500000,88914.7,88982.3,88887.3,88940.3,577.821,1766759399999
1766759400000,88940.2,89014.8,88225.0,88362.9,5346.511,1766760299999
1766760300000,88362.9,88399.2,87302.5,87344.4,15021.698,1766761199999
1766761200000,87344.4,87347.0,86726.2,86735.1,12023.512,1766762099999
1766762100000,86735.1,87078.0,86619.9,86976.6,5931.45,1766762999999
1766763000000,86976.5,87138.0,86866.6,86999.9,3586.79,1766763899999
1766763900000,86999.9,87187.7,86931.0,87100.0,2141.906,1766764799999
1766764800000,87100.0,87232.2,86980.0,86980.0,2591.217,1766765699999
1766765700000,86980.1,87285.8,86980.0,87217.3,1646.809,1766766599999
