open_time,open,high,low,close,volume,close_time
1756080000000,113446.2,113472.7,113313.6,113366.4,1416.628,1756080899999
1756080900000,113366.4,113438.3,113014.4,113029.3,2130.159,1756081799999
1756081800000,113029.3,113047.4,112100.2,112220.6,4751.592,1756082699999
1756082700000,112220.6,112615.3,112124.1,112598.8,1956.768,1756083599999
1756083600000,112598.8,112855.0,112586.3,112770.1,1285.853,1756084499999
1756084500000,112770.2,113096.0,112560.1,112945.4,1477.424,1756085399999
1756085400000,112945.5,113011.8,112663.8,112669.1,776.57,1756086299999
1756086300000,112669.2,113054.7,112669.2,113028.9,573.837,1756087199999
1756087200000,113028.9,113350.0,113023.3,113330.0,1135.286,1756088099999
1756088100000,113329.9,113588.8,113260.8,113379.9,1604.906,1756088999999
1756089000000,113379.9,113485.5,113250.0,113275.0,780.88,1756089899999
1756089900000,113275.0,113453.7,113260.0,113366.4,549.529,1756090799999
1756090800000,113366.3,113621.3,113287.3,113365.9,848.8,1756091699999
1756091700000,113366.0,113522.7,113275.1,113329.0,554.792,1756092599999
1756092600000,113329.1,113431.9,113240.3,113300.9,723.794,1756093499999
1756093500000,113301.0,113346.3,112793.5,112867.7,1798.359,1756094399999
1756094400000,112867.8,113022.9,112800.0,112800.0,1486.282,1756095299999
1756095300000,112800.0,112877.6,112624.8,112675.2,1257.472,1756096199999
1756096200000,112675.2,112771.5,112566.0,112740.0,1018.004,1756097099999
1756097100000,112740.1,112807.7,112601.0,112727.6,838.03,1756097999999
1756098000000,112727.6,112827.1,112487.7,112514.7,1096.496,1756098899999
1756098900000,112514.7,112620.0,112461.5,112515.0,571.67,1756099799999
1756099800000,112515.0,112581.6,112370.0,112479.9,940.398,1756100699999
1756100700000,112479.8,112592.8,112297.3,112297.3,831.832,1756101599999
1756101600000,112297.3,112395.0,112202.5,112257.1,1271.252,1756102499999
1756102500000,112257.2,112435.1,112152.0,112226.4,1503.035,1756103399999
1756103400000,112226.4,112302.0,112014.0,112014.1,2103.354,1756104299999
1756104300000,112014.1,112040.0,111722.0,111900.9,2982.177,1756105199999
1756105200000,111900.9,112022.2,111761.7,112005.3,1617.921,1756106099999
1756106100000,112005.2,112123.6,111841.4,111852.3,1309.825,1756106999999
1756107000000,111852.2,111910.9,111374.5,111811.1,3998.742,1756107899999
1756107900000,111811.2,111830.7,111245.9,111469.7,3721.069,1756108799999
1756108800000,111469.7,111572.2,110893.6,111570.0,5758.226,1756109699999
1756109700000,111570.0,111744.0,111532.6,111613.5,1585.584,1756110599999
1756110600000,111613.4,111786.4,111485.4,111489.2,1318.08,1756111499999
1756111500000,111489.2,111650.2,111355.2,111362.1,1047.814,1756112399999
1756112400000,111362.1,111423.9,111215.3,111342.4,1766.475,1756113299999
1756113300000,111342.3,111629.4,111342.3,111430.0,1568.913,1756114199999
1756114200000,111430.0,111636.1,111326.7,111605.1,896.768,1756115099999
1756115100000,111605.0,111789.9,111563.8,111747.6,1366.068,1756115999999
1756116000000,111747.6,111757.6,111587.3,111620.0,787.501,1756116899999
1756116900000,111619.9,111679.7,111050.0,111189.1,2367.946,1756117799999
